,from,to,weight,from_name,from_Degree,from_Closeness,from_Betweeness,from_PageRank,from_Constraint,from_Alpha,to_name,to_Degree,to_Closeness,to_Betweeness,to_PageRank,to_Constraint,to_Alpha
143,50,76,0.0221344120840625,MEF2B,2,0.0276004528112257,0,0.00283095678604548,0.501360421486195,1,SPIB,5,0.0305191003675418,16,0.0110670623687198,0.200133651977382,1.09177461815206
144,79,67,0.0221154315935853,E2F5,3,0.0290242837764153,0,0.00283095678604548,0.454227513249338,1,ZNF675,5,0.0264431570044552,6,0.00441430650003633,0.257873358427991,1.05587449752994
145,79,181,0.0220553833764511,E2F5,3,0.0290242837764153,0,0.00283095678604548,0.454227513249338,1,PBX2,2,0.0293516930523128,0,0.0039155529713138,0.501146027662111,1.0425287920383
146,44,182,0.0220516891280897,HIVEP1,6,0.0268759701141471,21,0.00968894960024066,0.167476073809303,1.04938908261611,NFKB2,1,0.023926472671738,0,0.00482865089213248,1,1.02314080182426
147,80,151,0.0220194704424125,NFX1,1,0.0189125657384195,0,0.00283095678604548,1,1,KLF6,4,0.0207061419840846,0,0.00986337853345441,0.251350980580234,1.0899872648705
148,81,32,0.0220048919001008,SAFB,1,0.0254403504675841,0,0.00283095678604548,1,1,CSRNP1,6,0.0287930386572466,21,0.00898009383947235,0.205171338350476,1.06452428095687
149,13,25,0.0219774061567973,ZBTB7A,8,0.0289812232878009,73,0.00525640722663799,0.128194132163789,1.04345677410331,ZNF404,3,0.0263615021561295,6,0.003462435171345,0.338891453456505,1.02293247333153
150,22,183,0.0219609175703129,AEBP1,3,0.0292817053810417,0,0.00283095678604548,0.337263434709874,1,EGR2,1,0.0258271885250864,0,0.00351880936552224,1,1.02196091757031
151,55,184,0.0219593220365023,MBD1,2,0.0243040068856014,0,0.00283095678604548,0.501250451463577,1,ZSCAN30,1,0.0218756067427874,0,0.00397394472576411,1,1.0219593220365
152,5,185,0.0219491820008044,ZNF318,10,0.031189545939442,20,0.00357514833427411,0.141655372569014,1.02162477327426,ZNF395,2,0.0273346852337709,0,0.00553809264287468,0.500613544085802,1.0428873024393
153,24,57,0.0219302148468075,NFATC1,3,0.0248243610451264,0,0.00283095678604548,0.33780906806891,1,ZKSCAN8,6,0.0279257479331239,51,0.00426926582071933,0.167495824649984,1.04810608566175
154,28,13,0.0219210167964861,MLXIP,2,0.0256273385424486,0,0.00283095678604548,0.50656492862184,1,ZBTB7A,8,0.0289812232878009,73,0.00525640722663799,0.128194132163789,1.04345677410331
155,82,76,0.0218870050412496,ZBTB32,3,0.0277926784395798,5,0.00523727005418414,0.333718746300387,1.02024676995606,SPIB,5,0.0305191003675418,16,0.0110670623687198,0.200133651977382,1.09177461815206
156,39,186,0.0218828823208807,MAFB,6,0.0306892515998155,42,0.00965809352549999,0.167076635954607,1.07054253169291,TCFL5,4,0.0270233457283885,0,0.0126060613650725,0.250217799651552,1.08533275593672
157,1,161,0.0218571591557427,HIVEP2,6,0.0316168105103509,0,0.00283095678604548,0.180490016851482,1,VEZF1,2,0.027879201775589,0,0.00355472687453563,0.500625674836761,1.04531739492619
158,16,187,0.0218360352158193,ZNF225,7,0.0204703394429269,3,0.00324272530471987,0.220557928649311,1.02307639141353,ZFPM1,1,0.0187290245141387,0,0.00323409578613374,1,1.02233993211138
159,29,188,0.0218111547647328,ZNF664,5,0.0218289251402682,0,0.00283095678604548,0.201356213188654,1,NFIC,1,0.0198619608834915,0,0.00326528509329955,1,1.02181115476473
160,63,189,0.0217602984248172,JUNB,7,0.0211903214848886,17,0.00434789424177008,0.228766248587384,1.07031426953998,ZNF777,1,0.0193358155708853,0,0.00375488658104927,1,1.02329035791353
161,83,64,0.0216782823766459,IKZF3,5,0.0311842513144422,47,0.00500570151157982,0.259583783071063,1.06427833682518,HHEX,3,0.028639529797371,1,0.00702121133462659,0.468440347167136,1.0441354598967
162,82,88,0.0216446697825946,ZBTB32,3,0.0277926784395798,5,0.00523727005418414,0.333718746300387,1.02024676995606,MYCL,10,0.028919468223646,51,0.039918946769425,0.207277425959497,1.21384621142151
163,34,5,0.021624773274257,ZNF416,3,0.0274171819025032,0,0.00283095678604548,0.336920434559711,1,ZNF318,10,0.031189545939442,20,0.00357514833427411,0.141655372569014,1.02162477327426
164,84,190,0.0216183033313115,POU2AF1,2,0.0193815413865589,1,0.00374391003343104,0.52076063840738,1.03268319489901,KLF9,2,0.0211736170525447,0,0.00718394019789816,0.500704101807336,1.04237934706534
165,85,191,0.0216108954875651,E2F2,2,0.0190195245472601,0,0.00283095678604548,0.500187499675594,1,PRDM1,1,0.0175215377906313,0,0.00405741242799233,1,1.02161089548757
166,86,192,0.021605367488737,FLI1,4,0.0274351999840913,10,0.00559177856175864,0.253720492382048,1.04853499171352,ZBED5,1,0.0244239363312346,0,0.00529006931293066,1,1.02265398382077
167,87,41,0.0215884371733356,ZSCAN16,1,0.0213262484994343,0,0.00283095678604548,1,1,ZBTB5,2,0.0235848069259421,8,0.00523727005418414,0.502986616994501,1.02158843717334
168,16,193,0.0215857951127923,ZNF225,7,0.0204703394429269,3,0.00324272530471987,0.220557928649311,1.02307639141353,RELA,2,0.0194434727618274,0,0.0041173238354111,0.647743331682242,1.04446472806783
169,88,194,0.021579582508167,MYCL,10,0.028919468223646,51,0.039918946769425,0.207277425959497,1.21384621142151,BCL6,1,0.0255968313320062,0,0.0198570782078967,1,1.0261942944716
170,34,195,0.021571223470551,ZNF416,3,0.0274171819025032,0,0.00283095678604548,0.336920434559711,1,ZNF548,1,0.0244138877541702,0,0.00357330547974695,1,1.02157122347055
171,89,88,0.0215709623934698,E2F1,4,0.0273861315778839,24,0.00860442196660885,0.254640716080257,1.07621226350013,MYCL,10,0.028919468223646,51,0.039918946769425,0.207277425959497,1.21384621142151
172,18,32,0.0215554399329879,ETS2,3,0.0266038149220821,0,0.00283095678604548,0.661100525473927,1,CSRNP1,6,0.0287930386572466,21,0.00898009383947235,0.205171338350476,1.06452428095687
173,72,126,0.0215048779752068,KLF8,3,0.025022331129706,0,0.00283095678604548,0.333579840926674,1,ZBTB18,3,0.0281078048086184,0,0.00493676428622989,0.338717165496255,1.07383176116438
174,90,111,0.0214417511237057,ZNF14,2,0.0276267779262578,1,0.00414073696581885,0.502578355810346,1.0247594724125,ZNF503,4,0.030970261653196,0,0.0123376773491115,0.261053298414968,1.12139512153291
175,88,9,0.0214260472821103,MYCL,10,0.028919468223646,51,0.039918946769425,0.207277425959497,1.21384621142151,AHR,4,0.0258153062934715,0,0.0216321018446309,0.734855450053782,1.06958755751553
176,25,176,0.0214047004737797,ZNF404,3,0.0263615021561295,6,0.003462435171345,0.338891453456505,1.02293247333153,ZNF266,2,0.0236163902919239,0,0.00650698873359853,0.500318916213037,1.04440944253364
177,83,165,0.0213860051932424,IKZF3,5,0.0311842513144422,47,0.00500570151157982,0.259583783071063,1.06427833682518,BHLHE40,3,0.0284085622719699,0,0.012530406584991,0.470708742460077,1.06814337196615
178,35,78,0.0213693221358155,MEF2D,3,0.025979245775764,12,0.00477384145200745,0.336496391924205,1.02321392383801,ARID3A,2,0.0233130964742479,5,0.00463856335221341,0.50015845001662,1.02186538795235
179,79,10,0.0213553007626384,E2F5,3,0.0290242837764153,0,0.00283095678604548,0.454227513249338,1,ETS1,6,0.0293349041947185,9,0.0036151867529166,0.206280914438764,1.02135530076264
180,75,196,0.0213287601684875,ATF2,7,0.023100674340681,10,0.00377250622382748,0.196187338346753,1.05241224948026,FOXN2,1,0.0209533077352858,0,0.00347790541658708,1,1.02244664846754
181,91,89,0.0213223685377886,KLF10,1,0.0244200930670006,0,0.00283095678604548,1,1,E2F1,4,0.0273861315778839,24,0.00860442196660885,0.254640716080257,1.07621226350013
182,18,9,0.021275632800591,ETS2,3,0.0266038149220821,0,0.00283095678604548,0.661100525473927,1,AHR,4,0.0258153062934715,0,0.0216321018446309,0.734855450053782,1.06958755751553
183,32,76,0.0212724953447512,CSRNP1,6,0.0287930386572466,21,0.00898009383947235,0.205171338350476,1.06452428095687,SPIB,5,0.0305191003675418,16,0.0110670623687198,0.200133651977382,1.09177461815206
184,60,136,0.0212639747657774,ZNF672,2,0.022465632565345,0,0.00283095678604548,0.501916292718272,1,GLMP,3,0.0249177367183436,0,0.00908886205290799,0.33624730555209,1.07457138987399
185,27,119,0.0211802888043594,ZNF43,2,0.0194975266241025,0,0.00283095678604548,0.509299762736629,1,ZNF564,3,0.0213104125500318,0,0.00946850514051484,0.345028644040574,1.07435224355189
186,92,147,0.0211678874112051,ZNF100,2,0.0231386738330083,0,0.00283095678604548,0.500364758599763,1,ZNF524,2,0.0256236496015132,0,0.00465436411620821,0.50376491575364,1.04689647010486
187,51,197,0.0211466710645845,ZNF549,4,0.0229473474102314,0,0.00283095678604548,0.251200060054516,1,ZNF592,1,0.0208435253251162,0,0.00341321967530495,1,1.02114667106458
188,59,75,0.0211167361859089,ZNF217,6,0.0212458496040752,0,0.00283095678604548,0.227821500413798,1,ATF2,7,0.023100674340681,10,0.00377250622382748,0.196187338346753,1.05241224948026
189,93,65,0.0211106733927011,ZNF419,1,0.015657919722902,0,0.00283095678604548,1,1,IRF1,3,0.0168139500766063,6,0.00849657886678216,0.357193861392598,1.059463315613
190,30,198,0.0211002245672976,ZBTB4,5,0.027796340380262,18,0.00682238162384232,0.202521662110831,1.0769326862148,NFATC3,1,0.0247740571043874,0,0.00535407623300478,1,1.022723521523
191,51,199,0.0210882196598146,ZNF549,4,0.0229473474102314,0,0.00283095678604548,0.251200060054516,1,TOPORS,1,0.0208488086912326,0,0.00341161024544629,1,1.02108821965981
192,94,186,0.0210623163015527,ZNF24,1,0.0241627590838347,0,0.00283095678604548,1,1,TCFL5,4,0.0270233457283885,0,0.0126060613650725,0.250217799651552,1.08533275593672
193,75,115,0.0210555757025205,ATF2,7,0.023100674340681,10,0.00377250622382748,0.196187338346753,1.05241224948026,JUND,2,0.0249711452576235,0,0.00392980051181763,0.520453179547128,1.05463373419739
194,72,121,0.0210058415343583,KLF8,3,0.025022331129706,0,0.00283095678604548,0.333579840926674,1,NR1D2,2,0.0248848426828268,0,0.00414069657948395,0.515051688286082,1.05163116966856
195,95,151,0.0209814755595406,STAT6,2,0.0190204216596316,0,0.00283095678604548,0.500265429548337,1,KLF6,4,0.0207061419840846,0,0.00986337853345441,0.251350980580234,1.0899872648705
196,40,26,0.0209730784159037,ZXDC,3,0.0241564278757063,0,0.00283095678604548,0.335728279742892,1,NCOA2,6,0.0233979960833496,16,0.00594324853945238,0.169207633308836,1.04100542524695
197,26,119,0.0209335722447354,NCOA2,6,0.0233979960833496,16,0.00594324853945238,0.169207633308836,1.04100542524695,ZNF564,3,0.0213104125500318,0,0.00946850514051484,0.345028644040574,1.07435224355189
198,63,193,0.0209105038912178,JUNB,7,0.0211903214848886,17,0.00434789424177008,0.228766248587384,1.07031426953998,RELA,2,0.0194434727618274,0,0.0041173238354111,0.647743331682242,1.04446472806783
199,5,200,0.0209006865303729,ZNF318,10,0.031189545939442,20,0.00357514833427411,0.141655372569014,1.02162477327426,STAT2,1,0.0274654590816144,0,0.00311740931203236,1,1.02135265913787
200,10,8,0.020845975896849,ETS1,6,0.0293349041947185,9,0.0036151867529166,0.206280914438764,1.02135530076264,KLF13,4,0.0294198638670981,15,0.00572365348146794,0.262355907008422,1.04167119150874
201,96,66,0.0208412634571209,ZNF514,1,0.0165300507888371,0,0.00283095678604548,1,1,CENPB,2,0.0178059827452267,1,0.00523727005418414,0.501220306623703,1.02084126345712
202,85,151,0.0207898100655015,E2F2,2,0.0190195245472601,0,0.00283095678604548,0.500187499675594,1,KLF6,4,0.0207061419840846,0,0.00986337853345441,0.251350980580234,1.0899872648705
203,67,201,0.0207354880786513,ZNF675,5,0.0264431570044552,6,0.00441430650003633,0.257873358427991,1.05587449752994,ZNF800,1,0.0237360839821263,0,0.00400595829109229,1,1.02189407305608
204,63,169,0.0207352807971037,JUNB,7,0.0211903214848886,17,0.00434789424177008,0.228766248587384,1.07031426953998,BCL11A,2,0.0194471739988028,0,0.00816304446631972,0.501349147693768,1.04568027740463
205,48,135,0.0207283490543199,ZNF559,2,0.0258822939305376,0,0.00283095678604548,0.503926737821785,1,YBX1,2,0.0262703019873741,0,0.00720339480771745,0.5095970830022,1.05023154849618
206,49,202,0.0207132396056171,ZBTB10,3,0.0289313986936498,2,0.00359027637154584,0.339593967597903,1.02904747688858,ELF1,1,0.0257248775342301,0,0.00422180543730378,1,1.02131490695435
207,51,203,0.0207043432083441,ZNF549,4,0.0229473474102314,0,0.00283095678604548,0.251200060054516,1,ZNF721,1,0.0208835735818784,0,0.00340104040156546,1,1.02070434320834
208,54,204,0.0206780537554912,ZKSCAN1,4,0.032245405188597,4,0.00343311631294125,0.250931349818739,1.0230353796672,DNTTIP1,1,0.0283180182549088,0,0.00370738073073094,1,1.02115438057453
209,97,186,0.0206323469631373,KLF11,1,0.0242150869926065,0,0.00283095678604548,1,1,TCFL5,4,0.0270233457283885,0,0.0126060613650725,0.250217799651552,1.08533275593672
210,98,205,0.0206268027197938,ZNF234,1,0.0180218575059135,0,0.00283095678604548,1,1,UBP1,2,0.019532088898907,0,0.00559499185509981,0.500101424974231,1.04067430008958
211,75,45,0.0206207252474252,ATF2,7,0.023100674340681,10,0.00377250622382748,0.196187338346753,1.05241224948026,ZNF436,2,0.0210364007802012,3,0.00345642914609886,0.504525392559827,1.02170150384356
212,1,145,0.0206106866491075,HIVEP2,6,0.0316168105103509,0,0.00283095678604548,0.180490016851482,1,ZNF33A,2,0.0280652845440463,0,0.00356942825394187,0.505170200824493,1.04588757863283
213,44,86,0.0205729665623896,HIVEP1,6,0.0268759701141471,21,0.00968894960024066,0.167476073809303,1.04938908261611,FLI1,4,0.0274351999840913,10,0.00559177856175864,0.253720492382048,1.04853499171352
214,99,32,0.0205447913683596,ZNF581,2,0.0265280662956139,7,0.00356240263725464,0.50000606827971,1.02040214222191,CSRNP1,6,0.0287930386572466,21,0.00898009383947235,0.205171338350476,1.06452428095687
215,100,64,0.0205034094177959,ZNF107,2,0.0287575795206809,1,0.00321539693639312,0.510179678650424,1.0273283410793,HHEX,3,0.028639529797371,1,0.00702121133462659,0.468440347167136,1.0441354598967
216,101,185,0.0204634743541775,ZBTB7B,1,0.0244858227558429,0,0.00283095678604548,1,1,ZNF395,2,0.0273346852337709,0,0.00553809264287468,0.500613544085802,1.0428873024393
217,102,52,0.0204335835952978,MXD1,1,0.0214424143794211,0,0.00283095678604548,1,1,CEBPD,2,0.0235924987333002,9,0.00523727005418414,0.5038839358349,1.0204335835953
218,75,206,0.0204150915569631,ATF2,7,0.023100674340681,10,0.00377250622382748,0.196187338346753,1.05241224948026,ZNF394,1,0.0210370780311824,0,0.00345019181990705,1,1.02148509242881
219,53,99,0.0204021422219106,THAP7,3,0.0247788840790665,0,0.00283095678604548,0.3350571068894,1,ZNF581,2,0.0265280662956139,7,0.00356240263725464,0.50000606827971,1.02040214222191
220,6,207,0.0203806217142839,SP110,8,0.0283905799118167,14,0.00314488281723764,0.128900266966409,1.02340058100537,ZNF641,1,0.025340757073517,0,0.0031265187066545,1,1.02085754010365
221,103,8,0.0203800435269265,IRF9,1,0.0261576807486189,0,0.00283095678604548,1,1,KLF13,4,0.0294198638670981,15,0.00572365348146794,0.262355907008422,1.04167119150874
222,13,208,0.0203012546807744,ZBTB7A,8,0.0289812232878009,73,0.00525640722663799,0.128194132163789,1.04345677410331,ZNF267,1,0.0258212708840433,0,0.00341427419092516,1,1.02118348171945
223,26,209,0.020285644391413,NCOA2,6,0.0233979960833496,16,0.00594324853945238,0.169207633308836,1.04100542524695,SRCAP,1,0.0212955729081839,0,0.00394226028195831,1,1.02111746586609
224,104,82,0.0202467699560586,ATF5,1,0.0248805563815858,0,0.00283095678604548,1,1,ZBTB32,3,0.0277926784395798,5,0.00523727005418414,0.333718746300387,1.02024676995606
225,83,13,0.0202350800177599,IKZF3,5,0.0311842513144422,47,0.00500570151157982,0.259583783071063,1.06427833682518,ZBTB7A,8,0.0289812232878009,73,0.00525640722663799,0.128194132163789,1.04345677410331
226,105,186,0.0202115364314935,ATMIN,1,0.0242665201838972,0,0.00283095678604548,1,1,TCFL5,4,0.0270233457283885,0,0.0126060613650725,0.250217799651552,1.08533275593672
227,57,210,0.0201834229911001,ZKSCAN8,6,0.0279257479331239,51,0.00426926582071933,0.167495824649984,1.04810608566175,ZNF367,1,0.0249953766121322,0,0.00363164747538053,1,1.02115436846646
228,86,165,0.0201538301926898,FLI1,4,0.0274351999840913,10,0.00559177856175864,0.253720492382048,1.04853499171352,BHLHE40,3,0.0284085622719699,0,0.012530406584991,0.470708742460077,1.06814337196615
229,106,156,0.0201355868629342,ARNT,3,0.0311480512174834,3,0.00446031488280676,0.370796764869009,1.0674179010831,ZNF776,2,0.0275841765963224,0,0.00902853770456989,0.504093409886836,1.0456349421181
230,107,129,0.0201327914978603,MAF,3,0.0264318207060409,5,0.00750665828893013,0.336936393045099,1.05186687359337,ZIK1,2,0.0271583320823992,0,0.00987449884420468,0.514539127856746,1.05019430790719
231,92,190,0.0200544885128632,ZNF100,2,0.0231386738330083,0,0.00283095678604548,0.500364758599763,1,KLF9,2,0.0211736170525447,0,0.00718394019789816,0.500704101807336,1.04237934706534
232,59,205,0.0200474973697831,ZNF217,6,0.0212458496040752,0,0.00283095678604548,0.227821500413798,1,UBP1,2,0.019532088898907,0,0.00559499185509981,0.500101424974231,1.04067430008958
233,5,181,0.0200400471850689,ZNF318,10,0.031189545939442,20,0.00357514833427411,0.141655372569014,1.02162477327426,PBX2,2,0.0293516930523128,0,0.0039155529713138,0.501146027662111,1.0425287920383
234,95,148,0.0200364079490532,STAT6,2,0.0190204216596316,0,0.00283095678604548,0.500265429548337,1,FOS,2,0.0176358849256705,0,0.00641270550256714,0.506416022820734,1.04519211646463
235,108,26,0.0200323468310482,ZNF625,1,0.0213194928731941,0,0.00283095678604548,1,1,NCOA2,6,0.0233979960833496,16,0.00594324853945238,0.169207633308836,1.04100542524695
236,109,125,0.020013525184339,ZBTB42,1,0.0169697731372895,0,0.00283095678604548,1,1,HSF1,2,0.0182596728807808,0,0.00576732270764914,0.515929607693765,1.04938637249326
237,5,160,0.0200076772161759,ZNF318,10,0.031189545939442,20,0.00357514833427411,0.141655372569014,1.02162477327426,SPEN,2,0.0314932640241512,0,0.00411584333322271,0.503829430657261,1.04483511150697
